Team,SRS,Season,SRS_rank
3335,-8629937764941.258,1998,248.0
3336,-8629937764912.577,1998,39.0
3337,-8629937764922.885,1998,98.0
3338,-8629937764928.762,1998,139.0
3339,-8629937764914.559,1998,49.0
3341,-8629937764953.605,1998,292.0
3343,-8629937764930.833,1998,169.0
3344,-8629937764929.281,1998,148.0
3345,-8629937764906.507,1998,12.0
3347,-8629937764938.289,1998,225.0
3348,-8629937764938.226,1998,224.0
3349,-8629937764915.613,1998,55.0
3350,-8629937764926.351,1998,123.0
3351,-8629937764946.487,1998,269.0
3352,-8629937764958.275,1998,296.0
3353,-8629937764909.926,1998,24.0
3354,-8629937764952.211,1998,288.0
3356,-8629937764925.159,1998,116.0
3358,-8629937764935.086,1998,205.0
3359,-8629937764955.193,1998,295.0
3360,-8629937764929.205,1998,146.0
3361,-8629937764927.23,1998,127.0
3362,-8629937764924.393,1998,109.0
3363,-8629937764935.875,1998,210.0
3364,-8629937764914.993,1998,51.0
3365,-8629937764910.536,1998,27.0
3368,-8629937764947.215,1998,272.0
3369,-8629937764944.527,1998,262.0
3371,-8629937764927.148,1998,126.0
3372,-8629937764913.381,1998,44.0
3373,-8629937764931.052,1998,171.0
3374,-8629937764915.096,1998,52.0
3375,-8629937764950.798,1998,286.0
3376,-8629937764920.701,1998,87.0
3378,-8629937764927.838,1998,133.0
3379,-8629937764931.312,1998,174.0
3380,-8629937764938.956,1998,233.0
3381,-8629937764930.632,1998,163.0
3382,-8629937764923.139,1998,102.0
3383,-8629937764949.274,1998,280.0
3384,-8629937764937.28,1998,218.0
3385,-8629937764934.168,1998,199.0
3386,-8629937764916.016,1998,58.0
3387,-8629937764929.619,1998,152.0
3388,-8629937764919.495,1998,79.0
3389,-8629937764929.718,1998,154.0
3390,-8629937764897.629,1998,3.0
3391,-8629937764938.559,1998,230.0
3393,-8629937764926.568,1998,124.0
3395,-8629937764929.758,1998,155.0
3396,-8629937764930.768,1998,167.0
3397,-8629937764883.714,1998,1.0
3398,-8629937764931.947,1998,183.0
3399,-8629937764928.7,1998,138.0
3400,-8629937764917.182,1998,64.0
3401,-8629937764919.75,1998,80.0
3402,-8629937764941.156,1998,247.0
3403,-8629937764898.83,1998,6.0
3404,-8629937764925.906,1998,122.0
3405,-8629937764916.61,1998,62.0
3406,-8629937764933.364,1998,192.0
3407,-8629937764937.822,1998,221.0
3408,-8629937764912.24,1998,37.0
3409,-8629937764934.114,1998,198.0
3410,-8629937764962.371,1998,298.0
3411,-8629937764964.943,1998,299.0
3412,-8629937764934.031,1998,195.0
3414,-8629937764924.87,1998,113.0
3416,-8629937764937.174,1998,217.0
3417,-8629937764908.666,1998,20.0
3418,-8629937764940.939,1998,246.0
3419,-8629937764930.459,1998,161.0
3420,-8629937764946.84,1998,270.0
3421,-8629937764944.127,1998,260.0
3422,-8629937764929.497,1998,149.0
3423,-8629937764931.822,1998,181.0
3424,-8629937764933.099,1998,189.0
3425,-8629937764921.156,1998,89.0
3426,-8629937764927.623,1998,131.0
3427,-8629937764929.124,1998,142.0
3428,-8629937764911.069,1998,29.0
3431,-8629937764925.811,1998,121.0
3433,-8629937764924.639,1998,111.0
3434,-8629937764925.234,1998,117.0
3435,-8629937764912.334,1998,38.0
3436,-8629937764922.31,1998,95.0
3437,-8629937764916.898,1998,63.0
3438,-8629937764914.029,1998,47.0
3439,-8629937764917.397,1998,65.0
3441,-8629937764949.025,1998,279.0
3442,-8629937764939.805,1998,242.0
3443,-8629937764908.6,1998,19.0
3444,-8629937764939.133,1998,235.0
3447,-8629937764945.842,1998,266.0
3448,-8629937764931.723,1998,179.0
3449,-8629937764913.643,1998,46.0
3450,-8629937764920.652,1998,84.0
3451,-8629937764938.66,1998,231.0
3452,-8629937764922.385,1998,96.0
3453,-8629937764918.829,1998,75.0
3454,-8629937764926.957,1998,125.0
3455,-8629937764921.317,1998,92.0
3456,-8629937764935.463,1998,208.0
3457,-8629937764946.2705,1998,268.0
3458,-8629937764910.119,1998,25.0
3459,-8629937764947.866,1998,275.0
3460,-8629937764933.245,1998,190.0
3461,-8629937764931.072,1998,172.0
3462,-8629937764919.321,1998,78.0
3463,-8629937764937.018,1998,215.0
3464,-8629937764919.069,1998,76.0
1102,-2220972697150.154,1999,196.0
1103,-2220972697140.205,1999,90.0
1104,-2220972697140.786,1999,96.0
1106,-2220972697159.3286,1999,278.0
1108,-2220972697147.093,1999,158.0
1110,-2220972697154.2056,1999,236.0
1111,-2220972697145.0337,1999,136.0
1112,-2220972697131.8506,1999,24.0
1113,-2220972697138.1343,1999,67.0
1114,-2220972697152.3916,1999,220.0
1115,-2220972697171.1133,1999,310.0
1116,-2220972697133.956,1999,27.0
1117,-2220972697141.499,1999,101.0
1119,-2220972697165.7866,1999,304.0
1120,-2220972697121.7207,1999,3.0
1122,-2220972697152.063,1999,214.0
1123,-2220972697143.8296,1999,126.0
1124,-2220972697152.6084,1999,223.0
1126,-2220972697156.256,1999,255.0
1129,-2220972697143.1274,1999,118.0
1130,-2220972697148.685,1999,177.0
1131,-2220972697154.6865,1999,247.0
1132,-2220972697138.4985,1999,71.0
1133,-2220972697140.403,1999,94.0
1135,-2220972697163.6987,1999,298.0
1137,-2220972697149.726,1999,191.0
1138,-2220972697159.422,1999,280.0
1139,-2220972697141.836,1999,103.0
1140,-2220972697144.6113,1999,133.0
1141,-2220972697148.3613,1999,173.0
1142,-2220972697153.562,1999,229.0
1143,-2220972697135.433,1999,43.0
1144,-2220972697159.9824,1999,285.0
1145,-2220972697151.598,1999,204.0
1147,-2220972697154.129,1999,235.0
1148,-2220972697152.188,1999,216.0
1149,-2220972697157.502,1999,266.0
1150,-2220972697135.8643,1999,46.0
1151,-2220972697149.3184,1999,185.0
1152,-2220972697165.6074,1999,303.0
1153,-2220972697126.9395,1999,9.0
1154,-2220972697162.5723,1999,294.0
1155,-2220972697134.7007,1999,35.0
1156,-2220972697147.8003,1999,165.0
1157,-2220972697163.421,1999,296.0
1158,-2220972697138.618,1999,72.0
1159,-2220972697152.335,1999,219.0
1160,-2220972697139.789,1999,82.0
1161,-2220972697138.1665,1999,69.0
1162,-2220972697158.4805,1999,275.0
1163,-2220972697122.672,1999,4.0
1164,-2220972697150.74,1999,198.0
1165,-2220972697154.497,1999,242.0
1166,-2220972697135.206,1999,40.0
1168,-2220972697154.105,1999,234.0
1169,-2220972697144.675,1999,134.0
1170,-2220972697164.1543,1999,299.0
1171,-2220972697154.407,1999,240.0
1172,-2220972697145.95,1999,144.0
1173,-2220972697142.161,1999,109.0
1174,-2220972697142.574,1999,112.0
1175,-2220972697163.373,1999,295.0
1176,-2220972697154.4814,1999,241.0
1177,-2220972697137.714,1999,61.0
1178,-2220972697136.872,1999,52.0
1179,-2220972697148.9907,1999,180.0
1180,-2220972697145.966,1999,146.0
1181,-2220972697111.925,1999,1.0
1182,-2220972697154.0312,1999,233.0
1183,-2220972697151.644,1999,206.0
1184,-2220972697163.604,1999,297.0
1185,-2220972697151.387,1999,203.0
1186,-2220972697151.619,1999,205.0
1187,-2220972697148.318,1999,172.0
1190,-2220972697151.655,1999,207.0
1191,-2220972697140.136,1999,86.0
1192,-2220972697152.7407,1999,225.0
1193,-2220972697149.462,1999,187.0
1194,-2220972697160.001,1999,286.0
1196,-2220972697130.866,1999,17.0
1197,-2220972697158.617,1999,276.0
1198,-2220972697144.3306,1999,131.0
1199,-2220972697138.1313,1999,66.0
1200,-2220972697147.7217,1999,163.0
1201,-2220972697140.384,1999,92.0
1202,-2220972697154.584,1999,244.0
1203,-2220972697135.0996,1999,39.0
1204,-2220972697156.395,1999,258.0
1206,-2220972697140.394,1999,93.0
1207,-2220972697138.9375,1999,77.0
1208,-2220972697137.1987,1999,55.0
1209,-2220972697148.38,1999,174.0
1210,-2220972697142.7236,1999,114.0
1211,-2220972697131.706,1999,23.0
1212,-2220972697164.692,1999,300.0
1214,-2220972697157.7876,1999,270.0
1216,-2220972697157.5386,1999,267.0
1217,-2220972697152.9146,1999,227.0
1218,-2220972697151.8457,1999,210.0
1220,-2220972697143.321,1999,121.0
1221,-2220972697161.4956,1999,291.0
1222,-2220972697149.1343,1999,182.0
1224,-2220972697169.582,1999,309.0
1225,-2220972697145.979,1999,148.0
1226,-2220972697156.7373,1999,259.0
1227,-2220972697152.2793,1999,218.0
1228,-2220972697137.148,1999,53.0
1229,-2220972697141.405,1999,100.0
1231,-2220972697130.4546,1999,16.0
1232,-2220972697138.803,1999,75.0
1233,-2220972697146.95,1999,155.0
1234,-2220972697133.2456,1999,26.0
1235,-2220972697142.082,1999,108.0
1237,-2220972697154.6465,1999,246.0
1238,-2220972697156.285,1999,256.0
1239,-2220972697155.543,1999,252.0
1240,-2220972697160.697,1999,287.0
1241,-2220972697144.464,1999,132.0
1242,-2220972697131.372,1999,19.0
1243,-2220972697137.4756,1999,58.0
1245,-2220972697138.041,1999,65.0
1246,-2220972697123.6445,1999,5.0
1247,-2220972697146.5986,1999,152.0
1248,-2220972697146.642,1999,153.0
1249,-2220972697149.3345,1999,186.0
1250,-2220972697164.8154,1999,301.0
1251,-2220972697167.934,1999,307.0
1253,-2220972697151.1465,1999,200.0
1254,-2220972697156.079,1999,254.0
1256,-2220972697142.783,1999,115.0
1257,-2220972697131.4707,1999,20.0
1258,-2220972697151.2095,1999,201.0
1259,-2220972697149.647,1999,188.0
1260,-2220972697152.8237,1999,226.0
1261,-2220972697144.0474,1999,128.0
1263,-2220972697145.533,1999,141.0
1264,-2220972697158.0864,1999,272.0
1265,-2220972697148.968,1999,179.0
1266,-2220972697142.299,1999,110.0
1267,-2220972697139.9556,1999,84.0
1268,-2220972697120.8794,1999,2.0
1269,-2220972697140.3584,1999,91.0
1270,-2220972697152.0425,1999,213.0
1271,-2220972697156.811,1999,262.0
1272,-2220972697141.8853,1999,104.0
1273,-2220972697161.0117,1999,289.0
1274,-2220972697129.3066,1999,11.0
1275,-2220972697134.5103,1999,29.0
1276,-2220972697138.624,1999,73.0
1277,-2220972697124.8813,1999,7.0
1278,-2220972697133.997,1999,28.0
1279,-2220972697131.858,1999,25.0
1280,-2220972697137.764,1999,62.0
1281,-2220972697134.694,1999,34.0
1282,-2220972697153.705,1999,230.0
1283,-2220972697134.6445,1999,33.0
1284,-2220972697159.5933,1999,282.0
1285,-2220972697148.649,1999,176.0
1286,-2220972697145.316,1999,139.0
1287,-2220972697152.635,1999,224.0
1288,-2220972697158.0693,1999,271.0
1290,-2220972697157.728,1999,269.0
1291,-2220972697152.209,1999,217.0
1292,-2220972697154.0244,1999,232.0
1293,-2220972697137.893,1999,63.0
1296,-2220972697152.129,1999,215.0
1298,-2220972697145.755,1999,143.0
1299,-2220972697157.4414,1999,265.0
1301,-2220972697135.4155,1999,42.0
1304,-2220972697139.359,1999,78.0
1305,-2220972697155.7427,1999,253.0
1306,-2220972697165.123,1999,302.0
1307,-2220972697140.1924,1999,89.0
1308,-2220972697143.323,1999,122.0
1309,-2220972697149.6978,1999,189.0
1310,-2220972697148.0674,1999,168.0
1311,-2220972697151.6636,1999,208.0
1313,-2220972697154.6064,1999,245.0
1314,-2220972697129.4854,1999,12.0
1317,-2220972697158.9795,1999,277.0
1318,-2220972697157.5854,1999,268.0
1319,-2220972697140.1333,1999,85.0
1320,-2220972697143.044,1999,117.0
1321,-2220972697137.4966,1999,59.0
1322,-2220972697156.9,1999,263.0
1323,-2220972697142.0566,1999,107.0
1325,-2220972697136.4937,1999,50.0
1326,-2220972697129.9097,1999,14.0
1328,-2220972697134.5264,1999,30.0
1329,-2220972697135.448,1999,44.0
1330,-2220972697141.574,1999,102.0
1331,-2220972697145.107,1999,137.0
1332,-2220972697134.725,1999,36.0
1333,-2220972697141.3364,1999,99.0
1334,-2220972697149.723,1999,190.0
1335,-2220972697138.7686,1999,74.0
1336,-2220972697136.044,1999,48.0
1337,-2220972697143.307,1999,120.0
1338,-2220972697142.845,1999,116.0
1339,-2220972697151.67,1999,209.0
1340,-2220972697147.107,1999,159.0
1341,-2220972697168.3213,1999,308.0
1343,-2220972697139.825,1999,83.0
1344,-2220972697139.4775,1999,79.0
1345,-2220972697134.5654,1999,31.0
1346,-2220972697161.458,1999,290.0
1347,-2220972697149.9995,1999,195.0
1348,-2220972697136.5244,1999,51.0
1349,-2220972697140.1675,1999,87.0
1350,-2220972697147.131,1999,161.0
1351,-2220972697148.3086,1999,171.0
1352,-2220972697151.357,1999,202.0
1353,-2220972697134.835,1999,37.0
1354,-2220972697155.506,1999,251.0
1356,-2220972697139.6455,1999,81.0
1358,-2220972697156.974,1999,264.0
1359,-2220972697143.163,1999,119.0
1360,-2220972697142.632,1999,113.0
1361,-2220972697159.3926,1999,279.0
1362,-2220972697149.2236,1999,183.0
1363,-2220972697147.13,1999,160.0
1364,-2220972697149.1045,1999,181.0
1365,-2220972697147.967,1999,166.0
1368,-2220972697166.043,1999,305.0
1369,-2220972697143.839,1999,127.0
1371,-2220972697137.644,1999,60.0
1372,-2220972697160.9077,1999,288.0
1373,-2220972697142.5386,1999,111.0
1374,-2220972697144.066,1999,129.0
1375,-2220972697149.969,1999,193.0
1376,-2220972697145.953,1999,145.0
1378,-2220972697138.932,1999,76.0
1379,-2220972697142.0337,1999,106.0
1380,-2220972697151.914,1999,212.0
1381,-2220972697152.5728,1999,222.0
1382,-2220972697144.829,1999,135.0
1383,-2220972697148.284,1999,170.0
1384,-2220972697156.7373,1999,259.0
1385,-2220972697126.5933,1999,8.0
1386,-2220972697144.17,1999,130.0
1387,-2220972697138.357,1999,70.0
1388,-2220972697148.4316,1999,175.0
1389,-2220972697150.684,1999,197.0
1390,-2220972697123.8555,1999,6.0
1391,-2220972697151.895,1999,211.0
1393,-2220972697131.604,1999,21.0
1395,-2220972697137.3467,1999,56.0
1396,-2220972697129.8887,1999,13.0
1397,-2220972697131.2437,1999,18.0
1398,-2220972697154.352,1999,238.0
1399,-2220972697154.371,1999,239.0
1400,-2220972697136.2607,1999,49.0
1401,-2220972697147.325,1999,162.0
1402,-2220972697146.8574,1999,154.0
1403,-2220972697147.7715,1999,164.0
1404,-2220972697158.3345,1999,274.0
1405,-2220972697137.151,1999,54.0
1406,-2220972697159.6113,1999,283.0
1407,-2220972697159.882,1999,284.0
1408,-2220972697145.293,1999,138.0
1409,-2220972697135.594,1999,45.0
1410,-2220972697153.486,1999,228.0
1411,-2220972697161.5938,1999,292.0
1412,-2220972697138.1367,1999,68.0
1414,-2220972697154.2783,1999,237.0
1416,-2220972697145.974,1999,147.0
1417,-2220972697131.6685,1999,22.0
1418,-2220972697146.2637,1999,150.0
1419,-2220972697153.92,1999,231.0
1420,-2220972697149.3066,1999,184.0
1421,-2220972697156.794,1999,261.0
1422,-2220972697159.523,1999,281.0
1423,-2220972697147.086,1999,157.0
1424,-2220972697138.0205,1999,64.0
1425,-2220972697135.343,1999,41.0
1426,-2220972697154.8623,1999,248.0
1427,-2220972697149.967,1999,192.0
1428,-2220972697129.2773,1999,10.0
1429,-2220972697146.009,1999,149.0
1431,-2220972697143.6416,1999,124.0
1433,-2220972697148.225,1999,169.0
1434,-2220972697140.8257,1999,97.0
1435,-2220972697140.849,1999,98.0
1436,-2220972697155.385,1999,250.0
1437,-2220972697135.8984,1999,47.0
1438,-2220972697140.1865,1999,88.0
1439,-2220972697145.5303,1999,140.0
1440,-2220972697158.3,1999,273.0
1441,-2220972697166.3047,1999,306.0
1442,-2220972697148.87,1999,178.0
1443,-2220972697146.54,1999,151.0
1444,-2220972697147.015,1999,156.0
1447,-2220972697156.299,1999,257.0
1448,-2220972697137.363,1999,57.0
1449,-2220972697134.9,1999,38.0
1450,-2220972697143.461,1999,123.0
1451,-2220972697140.7656,1999,95.0
1452,-2220972697143.829,1999,125.0
1453,-2220972697141.979,1999,105.0
1454,-2220972697152.491,1999,221.0
1455,-2220972697145.632,1999,142.0
1456,-2220972697155.2627,1999,249.0
1457,-2220972697149.994,1999,194.0
1458,-2220972697130.0576,1999,15.0
1459,-2220972697154.5435,1999,243.0
1460,-2220972697150.995,1999,199.0
1461,-2220972697139.5386,1999,80.0
1462,-2220972697134.584,1999,32.0
1463,-2220972697162.4536,1999,293.0
1464,-2220972697147.9795,1999,167.0
3102,10243341872259.09,1999,299.0
3103,10243341872284.32,1999,114.0
3104,10243341872306.887,1999,11.0
3105,10243341872255.604,1999,305.0
3106,10243341872263.03,1999,287.0
3108,10243341872269.062,1999,250.0
3110,10243341872279.592,1999,158.0
3111,10243341872273.338,1999,208.0
3112,10243341872300.02,1999,33.0
3113,10243341872292.29,1999,66.0
3115,10243341872249.988,1999,308.0
3116,10243341872299.09,1999,36.0
3117,10243341872290.34,1999,79.0
3119,10243341872262.781,1999,289.0
3120,10243341872302.541,1999,23.0
3122,10243341872269.434,1999,246.0
3123,10243341872276.188,1999,189.0
3124,10243341872297.846,1999,43.0
3125,10243341872277.047,1999,182.0
3126,10243341872255.398,1999,306.0
3129,10243341872281.102,1999,138.0
3130,10243341872296.287,1999,50.0
3131,10243341872264.46,1999,278.0
3132,10243341872280.523,1999,145.0
3133,10243341872279.217,1999,164.0
3135,10243341872270.979,1999,232.0
3137,10243341872271.143,1999,230.0
3138,10243341872282.416,1999,128.0
3139,10243341872289.97,1999,82.0
3140,10243341872289.639,1999,85.0
3141,10243341872279.56,1999,160.0
3142,10243341872269.072,1999,249.0
3143,10243341872289.21,1999,89.0
3144,10243341872272.441,1999,218.0
3145,10243341872274.59,1999,199.0
3148,10243341872265.23,1999,274.0
3149,10243341872273.332,1999,209.0
3150,10243341872279.578,1999,159.0
3151,10243341872269.38,1999,247.0
3152,10243341872258.678,1999,301.0
3153,10243341872294.137,1999,59.0
3155,10243341872306.523,1999,12.0
3156,10243341872279.342,1999,163.0
3157,10243341872272.797,1999,214.0
3158,10243341872266.684,1999,266.0
3159,10243341872262.992,1999,288.0
3160,10243341872294.201,1999,58.0
3161,10243341872301.969,1999,25.0
3162,10243341872261.102,1999,295.0
3163,10243341872323.86,1999,2.0
3164,10243341872265.531,1999,271.0
3165,10243341872271.545,1999,223.0
3166,10243341872291.893,1999,67.0
3168,10243341872264.06,1999,282.0
3169,10243341872285.402,1999,107.0
3170,10243341872263.316,1999,286.0
3171,10243341872281.77,1999,135.0
3172,10243341872278.502,1999,171.0
3173,10243341872283.87,1999,116.0
3174,10243341872277.676,1999,176.0
3175,10243341872261.834,1999,292.0
3176,10243341872280.223,1999,151.0
3177,10243341872288.555,1999,95.0
3178,10243341872279.395,1999,161.0
3179,10243341872296.37,1999,49.0
3180,10243341872273.129,1999,211.0
3181,10243341872311.703,1999,4.0
3182,10243341872281.36,1999,137.0
3183,10243341872267.32,1999,259.0
3184,10243341872270.8,1999,234.0
3185,10243341872282.898,1999,125.0
3186,10243341872267.172,1999,260.0
3187,10243341872279.855,1999,154.0
3189,10243341872260.541,1999,296.0
3190,10243341872276.445,1999,186.0
3191,10243341872293.643,1999,61.0
3192,10243341872258.473,1999,302.0
3193,10243341872275.416,1999,193.0
3194,10243341872264.504,1999,277.0
3196,10243341872302.184,1999,24.0
3197,10243341872274.152,1999,200.0
3198,10243341872301.848,1999,27.0
3199,10243341872288.625,1999,94.0
3200,10243341872272.566,1999,217.0
3201,10243341872276.664,1999,185.0
3202,10243341872274.895,1999,197.0
3203,10243341872298.355,1999,41.0
3204,10243341872275.102,1999,195.0
3206,10243341872280.95,1999,141.0
3207,10243341872291.305,1999,71.0
3208,10243341872309.305,1999,7.0
3209,10243341872271.205,1999,227.0
3210,10243341872291.312,1999,70.0
3211,10243341872274.082,1999,202.0
3212,10243341872284.209,1999,115.0
3214,10243341872271.098,1999,231.0
3216,10243341872272.797,1999,214.0
3217,10243341872270.795,1999,235.0
3218,10243341872289.643,1999,84.0
3219,10243341872265.414,1999,272.0
3220,10243341872270.633,1999,238.0
3221,10243341872285.844,1999,104.0
3222,10243341872276.225,1999,188.0
3224,10243341872271.959,1999,222.0
3225,10243341872284.691,1999,112.0
3226,10243341872273.062,1999,212.0
3227,10243341872266.781,1999,264.0
3228,10243341872305.12,1999,17.0
3229,10243341872281.602,1999,136.0
3231,10243341872291.217,1999,74.0
3232,10243341872289.443,1999,88.0
3233,10243341872270.969,1999,233.0
3234,10243341872293.953,1999,60.0
3235,10243341872306.406,1999,13.0
3237,10243341872274.988,1999,196.0
3238,10243341872263.506,1999,285.0
3240,10243341872271.176,1999,229.0
3241,10243341872278.941,1999,167.0
3242,10243341872297.334,1999,44.0
3243,10243341872293.06,1999,63.0
3245,10243341872297.22,1999,46.0
3246,10243341872301.562,1999,28.0
3247,10243341872278.096,1999,174.0
3248,10243341872268.773,1999,251.0
3249,10243341872272.104,1999,221.0
3250,10243341872271.197,1999,228.0
3251,10243341872281.074,1999,139.0
3253,10243341872289.512,1999,86.0
3254,10243341872249.025,1999,309.0
3256,10243341872320.29,1999,3.0
3257,10243341872294.746,1999,55.0
3258,10243341872277.559,1999,178.0
3259,10243341872278.734,1999,170.0
3260,10243341872261.89,1999,291.0
3261,10243341872305.547,1999,16.0
3263,10243341872290.041,1999,81.0
3264,10243341872267.127,1999,261.0
3265,10243341872264.027,1999,283.0
3266,10243341872298.492,1999,40.0
3267,10243341872269.932,1999,241.0
3268,10243341872279.346,1999,162.0
3269,10243341872285.213,1999,109.0
3270,10243341872274.71,1999,198.0
3271,10243341872264.977,1999,276.0
3272,10243341872289.762,1999,83.0
3273,10243341872271.543,1999,224.0
3274,10243341872295.145,1999,52.0
3275,10243341872277.617,1999,177.0
3276,10243341872301.207,1999,31.0
3277,10243341872295.408,1999,51.0
3278,10243341872284.484,1999,113.0
3279,10243341872290.86,1999,77.0
3280,10243341872294.854,1999,54.0
3281,10243341872291.115,1999,75.0
3282,10243341872277.883,1999,175.0
3283,10243341872302.877,1999,22.0
3284,10243341872269.5,1999,245.0
3285,10243341872277.293,1999,180.0
3286,10243341872276.979,1999,183.0
3287,10243341872261.752,1999,294.0
3288,10243341872266.16,1999,269.0
3290,10243341872268.066,1999,253.0
3291,10243341872273.629,1999,207.0
3292,10243341872282.012,1999,133.0
3293,10243341872273.73,1999,205.0
3296,10243341872277.22,1999,181.0
3298,10243341872274.129,1999,201.0
3299,10243341872264.283,1999,281.0
3301,10243341872301.553,1999,29.0
3304,10243341872301.055,1999,32.0
3305,10243341872275.744,1999,192.0
3306,10243341872281.07,1999,140.0
3307,10243341872287.145,1999,99.0
3308,10243341872273.648,1999,206.0
3309,10243341872282.219,1999,129.0
3310,10243341872269.617,1999,244.0
3311,10243341872276.227,1999,187.0
3313,10243341872267.852,1999,255.0
3314,10243341872302.965,1999,20.0
3317,10243341872285.13,1999,110.0
3318,10243341872282.836,1999,126.0
3319,10243341872275.803,1999,191.0
3320,10243341872294.207,1999,57.0
3321,10243341872291.305,1999,71.0
3322,10243341872286.004,1999,103.0
3323,10243341872309.924,1999,6.0
3324,10243341872280.291,1999,149.0
3325,10243341872268.723,1999,252.0
3326,10243341872301.947,1999,26.0
3328,10243341872298.258,1999,42.0
3329,10243341872293.146,1999,62.0
3330,10243341872305.953,1999,15.0
3331,10243341872279.734,1999,156.0
3332,10243341872303.033,1999,19.0
3333,10243341872286.865,1999,100.0
3334,10243341872284.898,1999,111.0
3335,10243341872272.105,1999,220.0
3336,10243341872308.865,1999,9.0
3337,10243341872288.857,1999,93.0
3338,10243341872283.162,1999,121.0
3339,10243341872290.545,1999,78.0
3340,10243341872282.217,1999,130.0
3341,10243341872255.002,1999,307.0
3343,10243341872276.816,1999,184.0
3344,10243341872275.207,1999,194.0
3345,10243341872311.693,1999,5.0
3346,10243341872263.604,1999,284.0
3347,10243341872264.328,1999,280.0
3348,10243341872271.525,1999,226.0
3349,10243341872291.383,1999,69.0
3350,10243341872283.424,1999,119.0
3351,10243341872270.443,1999,239.0
3352,10243341872259.945,1999,297.0
3353,10243341872306.367,1999,14.0
3354,10243341872257.295,1999,303.0
3356,10243341872278.906,1999,169.0
3358,10243341872280.262,1999,150.0
3359,10243341872267.797,1999,256.0
3360,10243341872283.42,1999,120.0
3361,10243341872278.996,1999,166.0
3362,10243341872279.055,1999,165.0
3363,10243341872256.68,1999,304.0
3364,10243341872302.96,1999,21.0
3365,10243341872294.926,1999,53.0
3368,10243341872269.738,1999,243.0
3369,10243341872280.162,1999,152.0
3371,10243341872280.594,1999,144.0
3372,10243341872286.129,1999,102.0
3373,10243341872280.764,1999,142.0
3374,10243341872294.418,1999,56.0
3375,10243341872267.945,1999,254.0
3376,10243341872291.299,1999,73.0
3378,10243341872282.13,1999,132.0
3379,10243341872285.695,1999,105.0
3380,10243341872264.348,1999,279.0
3381,10243341872275.957,1999,190.0
3382,10243341872272.914,1999,213.0
3383,10243341872261.8,1999,293.0
3384,10243341872270.71,1999,237.0
3385,10243341872283.137,1999,122.0
3386,10243341872292.314,1999,65.0
3387,10243341872287.637,1999,97.0
3388,10243341872291.0,1999,76.0
3389,10243341872280.736,1999,143.0
3390,10243341872299.412,1999,35.0
3391,10243341872266.855,1999,263.0
3393,10243341872285.568,1999,106.0
3395,10243341872283.57,1999,117.0
3396,10243341872267.443,1999,257.0
3397,10243341872325.898,1999,1.0
3398,10243341872273.31,1999,210.0
3399,10243341872282.77,1999,127.0
3400,10243341872299.09,1999,36.0
3401,10243341872289.188,1999,91.0
3402,10243341872266.877,1999,262.0
3403,10243341872307.54,1999,10.0
3404,10243341872282.162,1999,131.0
3405,10243341872299.734,1999,34.0
3406,10243341872270.758,1999,236.0
3407,10243341872265.375,1999,273.0
3408,10243341872298.965,1999,38.0
3409,10243341872273.902,1999,203.0
3410,10243341872259.889,1999,298.0
3411,10243341872262.078,1999,290.0
3412,10243341872287.29,1999,98.0
3414,10243341872280.027,1999,153.0
3416,10243341872277.4,1999,179.0
3417,10243341872309.07,1999,8.0
3418,10243341872267.34,1999,258.0
3419,10243341872278.365,1999,172.0
3420,10243341872266.582,1999,267.0
3421,10243341872258.898,1999,300.0
3422,10243341872279.818,1999,155.0
3423,10243341872272.68,1999,216.0
3424,10243341872283.543,1999,118.0
3425,10243341872288.23,1999,96.0
3426,10243341872282.992,1999,124.0
3427,10243341872269.29,1999,248.0
3428,10243341872292.598,1999,64.0
3431,10243341872273.832,1999,204.0
3433,10243341872279.686,1999,157.0
3434,10243341872280.328,1999,147.0
3435,10243341872301.432,1999,30.0
3436,10243341872280.307,1999,148.0
3437,10243341872289.203,1999,90.0
3438,10243341872303.201,1999,18.0
3439,10243341872296.541,1999,48.0
3441,10243341872264.996,1999,275.0
3442,10243341872269.898,1999,242.0
3443,10243341872298.527,1999,39.0
3444,10243341872286.678,1999,101.0
3447,10243341872266.754,1999,265.0
3448,10243341872283.074,1999,123.0
3449,10243341872297.236,1999,45.0
3450,10243341872288.926,1999,92.0
3451,10243341872278.285,1999,173.0
3452,10243341872285.227,1999,108.0
3453,10243341872289.48,1999,87.0
3454,10243341872278.924,1999,168.0
3455,10243341872290.34,1999,79.0
3456,10243341872280.336,1999,146.0
3457,10243341872265.988,1999,270.0
3458,10243341872296.72,1999,47.0
3459,10243341872266.246,1999,268.0
3460,10243341872269.97,1999,240.0
3461,10243341872272.113,1999,219.0
3462,10243341872291.568,1999,68.0
3463,10243341872271.541,1999,225.0
3464,10243341872281.836,1999,134.0
1102,-6502614684764.93,2000,214.0
1103,-6502614684755.37,2000,107.0
1104,-6502614684753.0205,2000,75.0
1105,-6502614684769.133,2000,260.0
1106,-6502614684773.575,2000,302.0
1107,-6502614684772.1875,2000,286.0
1108,-6502614684766.576,2000,237.0
1110,-6502614684764.163,2000,203.0
1111,-6502614684754.509,2000,95.0
1112,-6502614684741.818,2000,15.0
1113,-6502614684748.759,2000,45.0
1114,-6502614684771.287,2000,277.0
1115,-6502614684781.016,2000,313.0
1116,-6502614684748.677,2000,44.0
